微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JhHRJBfxU,我这辈子最后悔的事情大概就是来了这里读研，不是学校不好，不是同学不好，单纯是因为遇到一个傻逼老板，奉劝各位，选择比努力重要的多!http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 16:00,Emoticon发布工具,2,0,5
JhHPiBsFt,为什么同乡会的群都没人说话，感觉好冷漠啊http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 15:54,Emoticon发布工具,3,0,8
JhGNYDGtL,学校现在有打印机可以用吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 13:18,Emoticon发布工具,0,0,3
JhGGHvaAz,我妈看新闻，看到有人放生了乌龟，然后又有其他人把这些放生乌龟抓了回来，拿出去卖，然后卖的人被警察抓去了，为什么，我也不懂法律。也不知道怎么通俗易懂跟我妈解释，可以帮帮我吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 13:00,Emoticon发布工具,1,0,1
JhGEeExxw,中通可以怎么拿快递呀？不想绕一大圈去东门再绕回一大圈去校门……http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 12:54,Emoticon发布工具,1,0,3
JhGpCpjfm,早知道会让人伤心透地，那当初我还是选择沉默http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 12:18,Emoticon发布工具,0,0,1
JhGijteo7,游泳池开吗开吗开吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 12:00,Emoticon发布工具,1,0,2
JhFYPuVOa,七夕节和男朋友去清吧过节，他说无聊想叫他的一个我不熟的兄弟一起来玩，想三个人一起？我拒绝他，他还说我局限他和朋友玩。http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 11:12,Emoticon发布工具,15,0,17
JhFKdrNyw,凌晨02:39，有没有在宿舍被饿得睡不着的http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 10:36,Emoticon发布工具,4,0,2
JhFHNoxLr,学生不能随意进出校园是怕感染新冠，但老师可以随意出入，那是不是因为学生是用肺呼吸而老师用的是腮呢？http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 10:30,Emoticon发布工具,16,0,7
JhFAuDsod,想念图书馆里的这盏“明灯”http://t.cn/RoePEjW  原图 ,,http://wx3.sinaimg.cn/large/a54e2070ly1gi3zqxjnivj20u00u0qv5.jpg,无,无,2020-08-26 10:12,Emoticon发布工具,11,0,0
JhFy2ykWO,择偶标准:男 双眼皮 身高170及以上 性格好 有趣有责任心http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 10:06,Emoticon发布工具,5,1,32
JhFlRfDbq,我涉水而过不代表拥有这条河http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 09:36,Emoticon发布工具,2,0,0
JhFeyxPfV,或许这里有人喜欢朴佑镇吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 09:18,Emoticon发布工具,0,0,2
JhFc7gsI4,28号12点左右潮汕站有人拼车嘛http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 09:12,Emoticon发布工具,1,0,1
JhF2ndZnF,28号下午四点左右，机场回汕大，有人拼车吗(司机已经找好，二缺二)http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 08:48,Emoticon发布工具,1,0,3
JhEZWBjHq,大胸也不见得都好吧？见过有的稍上点年纪，那对大奶瓶子就萎缩了、下垂了，垂得厉害，完全没法看！所以小也有小的好，我骄傲http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 08:42,Emoticon发布工具,44,0,18
JhENLAaBo,假如爱没有天意http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 08:12,Emoticon发布工具,1,0,2
JhELkfuAh,请问有人收鞋子吗，没咋穿的那种38.5（鞋子太多啦）(;ﾟДﾟ)!http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 08:06,Emoticon发布工具,0,0,1
JhEz9CxcM,有同学申请了8月28日提前回校，但是申请还显示待审核的吗？有点捉急http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 07:36,Emoticon发布工具,0,0,11
JhEuhyyQ1,军训可以带小风扇吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 07:24,Emoticon发布工具,0,0,1
JhEkz7BaX,你们是怎么脱单的，我见到心动的女孩都不知道应该怎么搭讪http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 07:00,Emoticon发布工具,7,0,9
JhCIGtOck,有28号12点左右在潮汕拼车的朋友嘛，求拼车，评论“有”我私信你http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 02:54,Emoticon发布工具,0,0,2
JhCGg2mxt,650ml水杯够军训用吗，还是说需要更大的，不想再买一个了http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 02:48,Emoticon发布工具,1,0,6
JhCrDvi0c,在家读《红楼梦》，第二遍了，感觉高鹗的续写根本不是那么回事儿！曹雪芹怎么没写完啊--啊！！！http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 02:12,Emoticon发布工具,6,0,4
JhChTsQxC,现在学校附近租房，找个女舍友（本人女）一起备战考研！！http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 01:48,Emoticon发布工具,0,0,1
JhC0S0kWB,之前看向往的生活，特仑苏有个养奶牛换牛奶的活动，已经换了两箱，现在活动日期快截止了，正在集的这箱估计完不成了，或许有人需要22.5的代金券买牛奶？http://t.cn/RoePEjW  原图 ,,http://wx4.sinaimg.cn/large/a54e2070ly1gi3jyu59hdj20p40vvkc6.jpg,无,无,2020-08-26 01:06,Emoticon发布工具,0,0,0
JhBMimbvM,你这是在叛逃！http://t.cn/RoePEjW  原图 ,,http://wx4.sinaimg.cn/large/a54e2070ly1gi3ixh5xsfj21400u0npd.jpg,无,无,2020-08-26 00:30,Emoticon发布工具,21,0,1
JhBCwmg43,想问一下，火车上不能带什么呀，我知道的是有压力的喷雾和酒精，还有什么呢，护肤品和化妆品可以带上去吗，会限重量吗，害怕过安检被扣下来，哭http://t.cn/RoePEjW  ,,无,无,无,2020-08-26 00:06,Emoticon发布工具,14,0,11
JhBltnJIw,请问返校的时候家长能一起进学校吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 23:24,Emoticon发布工具,2,0,6
JhBe9rRKq,新书院的床是不是都没有支架呀？那蚊帐怎么挂呢，买那种带支架的？有没有推荐的呀，谢谢大噶http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 23:06,Emoticon发布工具,0,0,7
JhAZzjZa2,军训的时候能随身带手机吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 22:30,Emoticon发布工具,8,0,7
JhAUG9y3E,想问一下弘毅上铺没有支架怎么安装蚊帐呢？http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 22:18,Emoticon发布工具,0,0,4
JhAKW9l48,汕头好热 军训更苦http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 21:54,Emoticon发布工具,7,0,3
JhAG49JLJ,有人开摩托回学校吗?http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 21:42,Emoticon发布工具,0,0,1
JhAwjyYlZ,给好多人点了青蛙和布谷鸟，唯独没有人点给我http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 21:18,Emoticon发布工具,3,0,9
JhAfhehco,11号15：49潮汕站回汕大 有小伙伴拼车吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 20:36,Emoticon发布工具,0,0,1
JhAaoxA5p,27号晚上7：30潮汕站到学校有人拼车吗？181b是在学校门口下车吗？我不想进学校那么快，应该也进不去http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 20:24,Emoticon发布工具,1,0,2
JhzYdkjDL,11号注册 14号正式上课 那我12 13号到校应该也可以吧？我怕赶不回来http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 19:54,Emoticon发布工具,0,0,1
JhzQU5An0,医学生新生什么时候开学呀http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 19:36,Emoticon发布工具,0,0,1
JhxT98iUq,军训晚上是做什么的呀？http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 14:36,Emoticon发布工具,6,0,8
JhxQJeWfs,突然发现，初恋像刘亦菲，前女友像热巴，哎，我怎么一个也没抓住http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 14:30,Emoticon发布工具,30,0,10
JhwUgdBNF,树洞不要吞我。。这个耳机在学校闲置了九个月，99新，低音超好，但是我在家买了新耳机了，所以想出掉，有人要嘛，一百元http://t.cn/RoePEjW  原图 ,,http://wx4.sinaimg.cn/large/a54e2070ly1gi2xf85tthj20u01t0ahm.jpg,无,无,2020-08-25 12:06,Emoticon发布工具,0,0,9
JhwKvyoXO,有9.11下午3：40左右到潮汕站的朋友吗？求拼车呀http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 11:42,Emoticon发布工具,0,0,2
JhwI4mxaV,军训建议穿纯棉背心还是透气背心啊，纯棉背心吸太多汗会不会很黏？http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 11:36,Emoticon发布工具,3,0,4
JhwvTAN4V,同学们寄大件回学校都寄的什么快递呀？德邦是送到哪里？http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 11:06,Emoticon发布工具,0,0,10
Jhwr1jCGz,同乡的新生，群聊加我，一天要问我一大堆关于学校，专业的问题，因为同专业，真的被问到烦了，我又不是助班http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 10:54,Emoticon发布工具,10,0,14
Jhw9Ynj8I,快开学了，想找个小姐姐一起坚持跑步，一起去图书馆学习，一起变优秀，有没有http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 10:12,Emoticon发布工具,12,0,16
JhvXNqyOI,请问现在图书馆能借书吗？不进去，预约然后取书行吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 09:42,Emoticon发布工具,1,0,2
JhvQuq6L4,军训分算入绩点里面吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 09:24,Emoticon发布工具,0,0,3
JhvO3Dufb,我想问一下今年的军服是有短袖的吗，还是只有一件长袖；内腰带是干什么用的；可以买纯棉背心吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 09:18,Emoticon发布工具,0,0,11
Jhv1lvCQC,我想问一下，汕头大学在广东省的排名是多少啊，有没有人详细列出顺序http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 07:18,Emoticon发布工具,8,0,18
JhuWtuXQW,我希望我突然猝死，或者突然被意外死亡，活着好累啊http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 07:06,Emoticon发布工具,2,0,12
JhtaSFB5V,要不要买个小锅在宿舍用，但感觉我买就只会煮面的样子，就是那种把水放进去，把面扔进去，咕噜咕噜几下就煮好的那种http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 02:36,Emoticon发布工具,3,0,12
Jht19i5sG,闺蜜结婚送什么礼物比较好啊，平时不化妆，口红也不爱正红色，没法送999(ㄒoㄒ)http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 02:12,Emoticon发布工具,1,0,8
JhsYHEsVI,大家有什么好的男生品牌鞋子推荐吗，要质量好的http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 02:06,Emoticon发布工具,13,0,12
JhsK6iuiv,今年的英语四级在哪里考呀？http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 01:30,Emoticon发布工具,0,0,0
JhsFeAvhk,好奇女生们的爸爸是否会要求你们家里家务活全干，有客人来的时候能独立炒所有菜给大家吃，学习还要好，要懂得操持未来夫家的上上下下，未来做个懂得三从四德的贤良好妻子，不然就注定是会被婆家骂或者退回（他自己的说法），给自己父母丢脸http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 01:18,Emoticon发布工具,26,0,29
JhsCNBPbr,等到九月十一号去学校，好晚了呀http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 01:12,Emoticon发布工具,0,0,3
Jhsvve5tq,大家比较喜欢自己的对象是学什么专业的，在汕大已有专业里，你们会选择同专业的吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 00:54,Emoticon发布工具,9,0,13
Jhsesbeoz,有没有弘毅或者知行时段要从叠金搬家去本部的同学？最好是落单那种，可以互相帮忙搬行李到楼下，评论或者点赞我私聊你噢！http://t.cn/RoePEjW  ,,无,无,无,2020-08-25 00:12,Emoticon发布工具,0,0,0
Jhs2hsKDu,想问问各位男生：两个女生，一个相貌平平，但有着一副大胸，另一个容貌姣好却天生一副平胸，平如兄弟。如果只能二选一当女友的话，你们怎么选？哦对，忘了加一句关键的，这两个女生其他条件都差不多http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 23:42,Emoticon发布工具,58,0,17
JhrZQwf0a,穿假鞋心理上过不去http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 23:36,Emoticon发布工具,0,0,17
JhrSxwU56,真的好怀疑啊，爱情是什么呢，即使现在喜欢这个人，总有一天也会轻易喜欢上别人的吧。http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 23:18,Emoticon发布工具,14,0,6
JhrBuhTBv,大家好。请问有没有人要卖ELC4的英语课本呀？求课本！http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 22:36,Emoticon发布工具,1,0,3
JhrmUjVQp,你们觉得需要小组合作完成的学习任务，哪一部分最容易划水？我觉得是完成自己那部分的时候http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 22:00,Emoticon发布工具,1,0,1
JhrkreYEi,七夕到了，你一定要快乐呀!http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 21:54,Emoticon发布工具,5,0,2
Jhr8gjl5X,想问一下，返校前连续14天打卡，但中间断了几天，会申请失败吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 21:24,Emoticon发布工具,1,0,2
Jhr0Xm9zA,其实能吃真的是福，看着自己家人做完胃镜后每天饭前饭后吃西药早晨傍晚喝中药，饮食受限制，觉得太难受了。健康真的很重要呀。小仙女们就不要节食减肥啦。最后祝洞友们都健健康康的(๑• . •๑)http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 21:06,Emoticon发布工具,13,0,4
JhqW4Futp,28号就要返校了，返校好像并没有想象中的那么开心http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 20:54,Emoticon发布工具,11,0,3
JhqTE48aW,请问学校发的银行卡会扣年费吗?http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 20:48,Emoticon发布工具,0,0,6
JhqxJ76G1,大家好，想问问，不在校，所以弄不了那些纸质材料啥的，那怎么专业课申请免听http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 19:54,Emoticon发布工具,0,0,2
JhqnZpznH,为啥快递员给我打电话说进不进去近邻宝？学校不能进？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 19:30,Emoticon发布工具,1,0,2
Jhqly7552,请问思源顶楼有晒被子的架子或者绳子吗，还是要自备? http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 19:24,Emoticon发布工具,1,0,3
JhqgF9S6w,求助师兄师姐：军训服只能买一套吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 19:12,Emoticon发布工具,1,0,7
Jhqeex9Sh,想问一下，图书馆下面的elc还开吗，网上能预约老师的那种课还有吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 19:06,Emoticon发布工具,0,0,3
Jhq6VaKPZ,求2号或者3号有空的兄弟姐妹1～2个，最好住在德馨，帮忙从五楼搬几个箱子到一楼。奶茶酬可好？嘻嘻(♡˙︶˙♡) 点赞私聊（不会没有人理我叭）http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 18:48,Emoticon发布工具,2,0,3
Jhq4uc2Hu,大概8月28号12点半到潮汕机场，有小伙伴可以拼车回学校吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 18:42,Emoticon发布工具,0,0,0
JhpPTaUrB,想问一下如果准备九月出省旅游那现在提交申请时用现在的旅居轨迹截图也是可以的吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 18:06,Emoticon发布工具,0,0,2
JhpL0dHJI,有在商学院读研的师兄师姐吗..http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 17:54,Emoticon发布工具,0,0,0
JhpIA652S,汕头有什么比较好的店推荐吗？想烫发http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 17:48,Emoticon发布工具,2,0,10
JhpyQ82vz,汕大附近或者市区有什么学水粉画的地方嘛（）http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 17:24,Emoticon发布工具,3,1,2
JhptYbJZf,汕大有什么相亲的活动和组织吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 17:12,Emoticon发布工具,2,0,16
JhphN8ovh,汕大有美女老师吗？只知道有个美女校长http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 16:42,Emoticon发布工具,25,0,23
JhpcW5nHr,还没在本部点过外卖。肯德基和麦当劳能送到汕大吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 16:30,Emoticon发布工具,3,0,5
Jhp0Lo27K,为什么就弘毅不让别的书院的学生进啊，特别一些吗。。。http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 16:00,Emoticon发布工具,3,0,6
JhoTrdPW1,给我看看你们的支付宝基金http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 15:42,Emoticon发布工具,3,0,2
JhoR0skBL,如何催亲戚还钱……当时陪舅妈去弄中国移动的活动，说免费送加湿器。绑定花呗600额度，我现在每个月被扣25，她还没还我钱http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 15:36,Emoticon发布工具,0,0,3
JhozXhIqX,节食减肥好难，我好饿啊啊啊啊啊我想吃肉http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 14:54,Emoticon发布工具,8,0,14
JhollAACh,师弟们！强烈推荐哈喽顺风车，拼车出行超级便宜！！！从市区到机场一个人才20块！！ps，女生建议结伴出行http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 14:18,Emoticon发布工具,3,0,1
Jho4iihTC,涂鸦墙的门要成为利用率最高的门了http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 13:36,Emoticon发布工具,6,0,5
JhnZqBnQK,啊啊啊啊啊啊啊不许再吞我的小纸条啦！！！请问有同学能帮忙去邮政拿两个包裹吗 有偿 请评论区留言(ﾉ)`ω´(ヾ)http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 13:24,Emoticon发布工具,1,0,1
JhnPHr5gF,学校超市要倒闭了，货架空了一个礼拜，要啥没啥，牛奶泡面空空如也http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 13:00,Emoticon发布工具,6,0,8
JhnKOgH5i,有没有朋友是913回去的，一起拼个车？（问了老师说返校不可提前可延后http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 12:48,Emoticon发布工具,0,0,1
JhnIngT1a,是提交了返校申请就可以返校吗?如何看返校申请有没有被审核通过?http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 12:42,Emoticon发布工具,0,0,4
JhnB4CoZN,求求了不要再吞我了TAThttp://t.cn/RoePEjW  原图 ,,http://wx2.sinaimg.cn/large/a54e2070ly1gi1sbnlhopj20u00zetgk.jpg,无,无,2020-08-24 12:24,Emoticon发布工具,17,0,6
JhnyD4xLE,汕大附近有推荐的学跳舞地方吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 12:18,Emoticon发布工具,1,0,9
JhnoT26mo,"淦,以后得找到带有不容易蛀牙基因的人,我不想霍霍下一代了。http://t.cn/RoePEjW  ",,无,无,无,2020-08-24 11:54,Emoticon发布工具,1,0,5
Jhnah5Af0,和室友没有什么交流 一个人走去上课去食堂吃饭都好孤独唉好羡慕其他宿舍的能一起上课一起吃饭一起去玩啊http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 11:18,Emoticon发布工具,2,0,6
Jhn306X84,请问有同学能帮忙去邮政拿两个包裹吗 有偿 请评论区留言(ﾉ)`ω´(ヾ)  http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 11:00,Emoticon发布工具,1,0,0
Jhn0x4c1O,从期待聊天，到期待见面，然后整天聊天，然后开始厌倦，接着疲于见面，然后懒得回复。得不到的永远在骚动，被偏爱的，都有恃无恐http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 10:54,Emoticon发布工具,5,0,5
JhmOmqa0I,四个人群聊的学妹，一直问问题，就是不加我，我是女的，但我还是觉得怪怪的。http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 10:24,Emoticon发布工具,8,0,7
JhmH39bRU,军训对袜子有要求？黑色还要露出来？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 10:06,Emoticon发布工具,1,0,14
JhmEDlmCM,有一个人我很想她，但是我不能告诉她。只能在树洞这里表达我的思念了。http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 10:00,Emoticon发布工具,5,0,5
Jhmq09zoh,有时候真的很不喜欢我妈，把钱看的太重，工作不喜欢想走，问的第一句是早走了最后一个月的工资还能拿得到吗，找了新工作，只关心，工资多少，找了男朋友也是啥都不问上来就是“他有钱吗”，真的很多时候我真的很不喜欢在她面前谈这个，因为每次一说就是钱钱钱http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 09:24,Emoticon发布工具,10,0,5
JhmnyzgYe,请问现在在学校能喝到奶茶吗（不是优乐美香飘飘等）http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 09:18,Emoticon发布工具,1,0,8
JhmiGzHC5,近邻宝是搬到了弘毅旁边吗？！ 开学想把一些行李寄回去，请问近邻宝现在现存还有哪几家快递，怕弄错，不想到时去东门拿了...http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 09:06,Emoticon发布工具,0,0,3
JhjvM4neW,学校应该没有181b了吧，不然的话坐上车就能出校门了？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 02:00,Emoticon发布工具,1,0,5
Jhjot67G4,去哪里都没有家的感觉，只想自己努力一点给自己一个有安全感的窝呢http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 01:42,Emoticon发布工具,8,0,1
JhjjCxSQT,经常看到好看的杯子，用到好用的护手霜或者别的东西都想买两份给一份给你，新学会的菜想做成便当带给你，想晚上一起在学校散步，喝着奶茶去水库吹风，一起去猫咖撸猫，可惜没有这个机会了，我还喜欢你，但是大概已经晚了，所以还是不要让你知道好了http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 01:30,Emoticon发布工具,5,0,1
JhjciFgUY,封闭管理只针对学生的吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 01:12,Emoticon发布工具,0,0,3
JhiXHid7Q,29号搬宿舍23号都还没出敬一的宿舍安排。。。http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 00:36,Emoticon发布工具,1,0,3
JhiSPo79j,要搬走了，我好舍不得他和那群小伙伴们，天天都崩溃到哭，我就是一个爱哭鬼http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 00:24,Emoticon发布工具,0,0,3
JhiQoFUZo,每次想到18届没有免学费，分数缺不低。就抑郁。如果有那个勇气的话，早都复读了。害。http://t.cn/RoePEjW  ,,无,无,无,2020-08-24 00:18,Emoticon发布工具,18,0,9
JhipCjWpZ,洞友们，现在学校还有181b 吗？发车时间有变吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 23:12,Emoticon发布工具,0,0,1
JhiaZqRKn,想问问各位女生：两个男生，一个只有165，但有着接近爱豆的长相，另一个181却相貌平平。如果只能二选一当男友的话，你们怎么选？哦对，忘了加一句关键的，这两个男生其他条件都差不多http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 22:36,Emoticon发布工具,40,0,30
Jhi8yFplF,大家上大学后还喜欢参加高中同学的聚会吗，很多其他同学上了名牌大学，我去聚会好没面子http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 22:30,Emoticon发布工具,35,0,17
JhhWoBRy2,汕大和那些大学有联谊http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 22:00,Emoticon发布工具,13,0,10
JhhRw0TcN,现在学校里面可以寄快递吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 21:48,Emoticon发布工具,0,0,2
JhhHLshVO,天天快递寄到校内要去哪拿啊，近邻宝现在搬到哪去了http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 21:24,Emoticon发布工具,0,0,2
JhhCTcevx,进了2020新生群，刷到一张图片说活跃的师姐是师兄挑剩下的，下面竟然有人应和说确实，优质的师姐早没了，什么脑子？http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 21:12,Emoticon发布工具,81,0,15
JhhAs82FH,28号回叠金有饭吃么http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 21:06,Emoticon发布工具,0,0,0
JhhqIa2rs,住修远不用自己搞厕所卫生也挺好的http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 20:42,Emoticon发布工具,2,0,1
Jhhohv51V,私家车不是不可以进学校的吗 想到要把行李从正门拖到宿舍去 我就不想开学了http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 20:36,Emoticon发布工具,3,0,3
JhhgYe7TG,有没有以后打算去霓虹读研的朋友（￣▽￣）／http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 20:18,Emoticon发布工具,2,0,2
Jhhc6eziY,这个 官宣一下哈 李洙赫，我男人(￣▼￣)http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 20:06,Emoticon发布工具,1,0,1
JhgXv93AQ,学生票优惠区间是广州南到潮汕站，我可以买到汕头站吗，有人试过吗http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 19:30,Emoticon发布工具,0,0,6
JhgNJoxm7,饭堂阿姨可不可以不要弄得饭盒周围都是汁啊(˶‾᷄ ⁻̫ ‾᷅˵)http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 19:06,Emoticon发布工具,4,0,4
JhgGqo4O0,有个生活像个巨婴 学习也不主动 说话当耳边风的弟弟 其实我觉得不关我事 但是就很想一拳锤爆他的狗头http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 18:48,Emoticon发布工具,13,0,8
JhgDZFR8n,让我对一个游戏丧失兴趣的永远是其他玩家http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 18:42,Emoticon发布工具,4,0,15
JhgrP10uB,想知道大一计算机专业上的是什么课，有计算机的师兄师姐吗？http://t.cn/RoePEjW  ,,无,无,无,2020-08-23 18:12,Emoticon发布工具,3,0,9
